##ID,,,,0黑；1绿；2蓝；3紫；4黄,备注，程序不读,,,,0：静态等级；1：动态等级,,,,,,,,,,,,,,,,
怪物ID,名称,显示名,性别,怪物等阶,怪物类型,头像资源ID,资源,等级,是否动态等级,主动技能,普攻技能,天赋技能,放大比例,生命,攻击,命中,闪避,暴击,韧性,抵挡,破击,护甲,破甲,初始怒气,类型
12680,,甄缳,1,2,1,1018,zhenhuan,252,,23,105,,10000,128046,36630,0,0,0,0,0,0,0,0,100,1
12681,,魏国大将,0,2,2,6002,daodunbing,253,,120,2,,10000,172608,14414,0,0,0,0,100,0,0,0,50,0
12682,,魏国大将,0,2,2,6002,daodunbing,253,,120,2,,10000,172608,14414,0,0,0,0,100,0,0,0,50,0
12683,,魏国大将,0,2,1,6009,wenguan,253,,126,5,,10000,90619,30669,0,0,0,0,0,0,0,0,50,0
12684,,王重阳,0,2,1,1026,wangchongyang,253,,31,112,,10000,138086,19628,0,0,0,0,0,0,0,0,100,0
12685,,魔·商鞅,0,2,1,1011,shangyang,253,,16,110,,10000,271858,92007,0,0,0,0,0,0,0,0,100,2
12686,,卫国士兵,0,2,2,6002,daodunbing,253,,120,2,,10000,160471,13329,0,0,0,0,100,0,0,0,50,0
12687,,卫国士兵,0,2,1,6007,mibaoshanzei,253,,124,3,,10000,89864,25524,0,0,0,0,0,0,0,0,50,0
12688,,卫国士兵,0,2,1,6005,youxia,253,,122,2,,10000,128377,18150,0,0,0,0,0,0,0,0,50,0
12689,,孙武,0,2,1,1003,sunwu,253,,8,2,,10000,128377,19427,0,0,0,0,0,0,0,0,100,0
12690,,卫国士兵,0,2,1,6010,wujiang,253,,128,127,,10000,192566,29140,0,0,0,0,0,0,0,0,50,1
12691,,卫国士兵,0,2,1,6004,cike,254,,121,3,,10000,91305,25866,0,0,0,0,0,0,0,0,50,0
12692,,卫国士兵,0,2,1,6003,gongjianshou,254,,116,4,,10000,91305,25866,0,0,0,0,0,0,0,0,50,0
12693,,卫国士兵,0,2,2,6002,daodunbing,254,,120,2,,10000,163045,13508,0,0,0,0,100,0,0,0,50,0
12694,,张良,0,2,1,1012,zhangliang,254,,17,109,,10000,85599,28740,0,0,0,0,0,0,0,0,100,0
12695,,诸葛亮,0,2,1,1009,zhugeliang,254,,14,111,,10000,128398,43110,0,0,0,0,0,0,0,0,100,1
12696,,卫国士兵,0,2,1,6003,gongjianshou,254,,116,4,,10000,92751,26210,0,0,0,0,0,0,0,0,50,0
12697,,卫国士兵,0,2,1,6007,mibaoshanzei,254,,124,3,,10000,92751,26210,0,0,0,0,0,0,0,0,50,0
12698,,卫国士兵,0,2,1,6004,cike,254,,121,3,,10000,92751,26210,0,0,0,0,0,0,0,0,50,0
12699,,狄仁杰,0,2,1,1013,direnjie,254,,18,108,,10000,86954,29122,0,0,0,0,0,0,0,0,100,0
12700,,吕洞宾,0,2,1,1022,lvdongbin,254,,27,2,,10000,198751,27957,0,0,0,0,0,0,0,0,100,1
12701,,卫国侍卫,0,2,1,6001,changqiangbing,255,,119,1,,10000,149524,22456,0,0,0,0,0,0,0,0,50,0
12702,,卫国侍卫,0,2,1,6007,mibaoshanzei,255,,124,3,,10000,104667,29505,0,0,0,0,0,0,0,0,50,0
12703,,卫国侍卫,0,2,1,6001,changqiangbing,255,,119,1,,10000,149524,22456,0,0,0,0,0,0,0,0,50,0
12704,,项羽,0,2,1,1001,xiangyu,255,,6,1,,10000,149524,22456,0,0,0,0,0,0,0,0,100,0
12705,,唐伯虎,0,2,1,1024,tangbohu,255,,29,115,,10000,224286,31472,0,0,0,0,0,0,0,0,100,1
12706,,卫国侍卫,0,2,1,6010,wujiang,255,,128,127,,10000,136648,20474,0,0,0,0,0,0,0,0,50,0
12707,,卫国侍卫,0,2,1,6001,changqiangbing,255,,119,1,,10000,136648,20474,0,0,0,0,0,0,0,0,50,0
12708,,卫国侍卫,0,2,1,6003,gongjianshou,255,,116,4,,10000,95654,26900,0,0,0,0,0,0,0,0,50,0
12709,,诸葛亮,0,2,1,1009,zhugeliang,255,,14,111,,10000,89675,29889,0,0,0,0,0,0,0,0,100,0
12710,,林冲,0,2,1,1025,linchong,255,,30,2,,10000,204972,28694,0,0,0,0,0,0,0,0,100,1
12711,,卫国侍卫,0,2,2,6002,daodunbing,256,,120,2,,10000,173414,14229,0,0,0,0,100,0,0,0,50,0
12712,,卫国侍卫,0,2,1,6005,youxia,256,,122,2,,10000,138731,19375,0,0,0,0,0,0,0,0,50,0
12713,,卫国侍卫,0,2,1,6010,wujiang,256,,128,127,,10000,138731,20738,0,0,0,0,0,0,0,0,50,0
12714,,张三丰,0,2,1,1021,zhangsf,256,,26,107,,10000,138731,19375,0,0,0,0,0,0,0,0,100,0
12715,,关羽,0,2,1,1005,guanyu,256,,10,1,,10000,208097,31107,0,0,0,0,0,0,0,0,100,1
12716,,卫国猛将,0,2,2,6002,daodunbing,256,,120,2,,10000,176026,14410,0,0,0,0,100,0,0,0,50,0
12717,,卫国猛将,0,2,2,6002,daodunbing,256,,120,2,,10000,176026,14410,0,0,0,0,100,0,0,0,50,0
12718,,卫国猛将,0,2,1,6011,mibaoshanzeitoumu,256,,147,146,,10000,140821,27594,0,0,0,0,0,0,0,0,50,0
12719,,曹操,0,2,2,1030,caocao,256,,35,117,,10000,176026,14410,0,0,0,0,100,0,0,0,100,0
12720,,唐伯虎,0,2,1,1024,tangbohu,256,,29,115,,10000,211231,29434,0,0,0,0,0,0,0,0,100,1
12721,,卫国猛将,0,2,1,6007,mibaoshanzei,257,,124,3,,10000,111157,31047,0,0,0,0,0,0,0,0,50,0
12722,,卫国猛将,0,2,1,6001,changqiangbing,257,,119,1,,10000,158795,23630,0,0,0,0,0,0,0,0,50,0
12723,,卫国猛将,0,2,1,6008,wufu,257,,125,2,,10000,158795,22078,0,0,0,0,0,0,0,0,50,0
12724,,甄缳,1,2,1,1018,zhenhuan,257,,23,105,,10000,111157,31047,0,0,0,0,0,0,0,0,100,0
12725,,商鞅,0,2,1,1011,shangyang,257,,16,110,,10000,156314,51746,0,0,0,0,0,0,0,0,100,1
12726,,卫国猛将,0,2,1,6007,mibaoshanzei,257,,124,3,,10000,101512,28292,0,0,0,0,0,0,0,0,50,0
12727,,卫国猛将,0,2,1,6011,mibaoshanzeitoumu,257,,147,146,,10000,145017,28292,0,0,0,0,0,0,0,0,50,0
12728,,卫国猛将,0,2,1,6008,wufu,257,,125,2,,10000,145017,20119,0,0,0,0,0,0,0,0,50,0
12729,,曹操,0,2,2,1030,caocao,257,,35,117,,10000,181271,14775,0,0,0,0,100,0,0,0,100,0
12730,,张良,0,2,1,1012,zhangliang,257,,17,109,,10000,142751,47154,0,0,0,0,0,0,0,0,100,1
12731,,卫国大将,0,2,1,6003,gongjianshou,258,,116,4,,10000,102987,28643,0,0,0,0,0,0,0,0,50,0
12732,,卫国大将,0,2,1,6008,wufu,258,,125,2,,10000,147124,20368,0,0,0,0,0,0,0,0,50,0
12733,,卫国大将,0,2,1,6009,wenguan,258,,126,5,,10000,96550,31825,0,0,0,0,0,0,0,0,50,0
12734,,甄缳,1,2,1,1018,zhenhuan,258,,23,105,,10000,102987,28643,0,0,0,0,0,0,0,0,100,0
12735,,赵云,0,2,1,1006,zhaoyun,258,,11,1,,10000,220686,32701,0,0,0,0,0,0,0,0,100,1
12736,,卫国大将,0,2,1,6009,wenguan,258,,126,5,,10000,97937,32216,0,0,0,0,0,0,0,0,50,0
12737,,卫国大将,0,2,1,6006,wushi,258,,123,134,,10000,97937,32216,0,0,0,0,0,0,0,0,50,0
12738,,卫国大将,0,2,1,6004,cike,258,,121,3,,10000,104466,28994,0,0,0,0,0,0,0,0,50,0
12739,,卫国大将,0,2,1,6010,wujiang,258,,128,127,,10000,149238,22068,0,0,0,0,0,0,0,0,50,0
12740,,张三丰,0,2,1,1021,zhangsf,258,,26,107,,10000,223857,30927,0,0,0,0,0,0,0,0,100,1
12741,,卫国大将,0,2,1,6003,gongjianshou,259,,116,4,,10000,117722,32608,0,0,0,0,0,0,0,0,50,0
12742,,卫国大将,0,2,1,6004,cike,259,,121,3,,10000,117722,32608,0,0,0,0,0,0,0,0,50,0
12743,,卫国大将,0,2,1,6010,wujiang,259,,128,127,,10000,168174,24818,0,0,0,0,0,0,0,0,50,0
12744,,吕布,0,2,1,1002,lvbu,259,,7,1,,10000,168174,24818,0,0,0,0,0,0,0,0,100,0
12745,,魔·荆轲,0,2,1,1015,jingke,259,,20,3,,10000,353166,97824,0,0,0,0,0,0,0,0,100,2
12746,,秦国士兵,0,3,1,6009,wenguan,259,,126,5,,10000,103020,33606,0,0,0,0,0,0,0,0,50,0
12747,,秦国士兵,0,3,1,6008,wufu,259,,125,2,,10000,156982,21508,0,0,0,0,0,0,0,0,50,0
12748,,秦国士兵,0,3,1,6007,mibaoshanzei,259,,124,3,,10000,109888,30245,0,0,0,0,0,0,0,0,50,0
12749,,朱元璋,0,3,2,1029,zhuyuanzhang,259,,34,2,,10000,196228,15795,0,0,0,0,100,0,0,0,100,0
12750,,吕洞宾,0,3,1,1022,lvdongbin,259,,27,2,,10000,235474,32262,0,0,0,0,0,0,0,0,100,1
12751,,秦国士兵,0,3,1,6010,wujiang,261,,128,127,,10000,159807,23363,0,0,0,0,0,0,0,0,50,0
12752,,秦国士兵,0,3,1,6008,wufu,261,,125,2,,10000,159807,21828,0,0,0,0,0,0,0,0,50,0
12753,,秦国士兵,0,3,1,6007,mibaoshanzei,261,,124,3,,10000,111865,30696,0,0,0,0,0,0,0,0,50,0
12754,,西门庆,0,3,1,1020,ximenqing,261,,25,2,,10000,111865,30696,0,0,0,0,0,0,0,0,100,0
12755,,王重阳,0,3,1,1026,wangchongyang,261,,31,112,,10000,239711,32743,0,0,0,0,0,0,0,0,100,1
12756,,秦国士兵,0,3,2,6002,daodunbing,262,,120,2,,10000,203300,16267,0,0,0,0,100,0,0,0,50,0
12757,,秦国士兵,0,3,1,6010,wujiang,262,,128,127,,10000,162640,23708,0,0,0,0,0,0,0,0,50,0
12758,,秦国士兵,0,3,1,6008,wufu,262,,125,2,,10000,162640,22150,0,0,0,0,0,0,0,0,50,0
12759,,岳飞,0,3,1,1004,yuefei,262,,9,1,,10000,162640,23708,0,0,0,0,0,0,0,0,100,0
12760,,西门庆,0,3,1,1020,ximenqing,262,,25,2,,10000,170772,46724,0,0,0,0,0,0,0,0,100,1
12761,,秦国侍卫,0,3,2,6002,daodunbing,263,,120,2,,10000,229835,18338,0,0,0,0,100,0,0,0,50,0
12762,,秦国侍卫,0,3,1,6003,gongjianshou,263,,116,4,,10000,128708,35114,0,0,0,0,0,0,0,0,50,0
12763,,秦国侍卫,0,3,1,6004,cike,263,,121,3,,10000,128708,35114,0,0,0,0,0,0,0,0,50,0
12764,,关羽,0,3,1,1005,guanyu,263,,10,1,,10000,183868,26726,0,0,0,0,0,0,0,0,100,0
12765,,秦国侍卫,0,3,1,6010,wujiang,263,,128,127,,10000,275802,40089,0,0,0,0,0,0,0,0,50,1
12766,,秦国侍卫,0,3,1,6007,mibaoshanzei,264,,124,3,,10000,117831,32058,0,0,0,0,0,0,0,0,50,0
12767,,秦国侍卫,0,3,1,6008,wufu,264,,125,2,,10000,168330,22797,0,0,0,0,0,0,0,0,50,0
12768,,秦国侍卫,0,3,1,6006,wushi,264,,123,134,,10000,110467,35620,0,0,0,0,0,0,0,0,50,0
12769,,甄缳,1,3,1,1018,zhenhuan,264,,23,105,,10000,117831,32058,0,0,0,0,0,0,0,0,100,0
12770,,秦国侍卫,0,3,1,6010,wujiang,264,,128,127,,10000,252496,36600,0,0,0,0,0,0,0,0,50,1
12771,,秦国侍卫,0,3,1,6001,changqiangbing,266,,119,1,,10000,171187,24747,0,0,0,0,0,0,0,0,50,0
12772,,秦国侍卫,0,3,1,6003,gongjianshou,266,,116,4,,10000,119831,32514,0,0,0,0,0,0,0,0,50,0
12773,,秦国侍卫,0,3,2,6002,daodunbing,266,,120,2,,10000,213984,16980,0,0,0,0,100,0,0,0,50,0
12774,,荆轲,0,3,1,1015,jingke,266,,20,3,,10000,119831,32514,0,0,0,0,0,0,0,0,100,0
12775,,狄仁杰,0,3,1,1013,direnjie,266,,18,108,,10000,168512,54191,0,0,0,0,0,0,0,0,100,1
12776,,秦国猛将,0,3,1,6003,gongjianshou,267,,116,4,,10000,121836,32972,0,0,0,0,0,0,0,0,50,0
12777,,秦国猛将,0,3,1,6005,youxia,267,,122,2,,10000,174052,23446,0,0,0,0,0,0,0,0,50,0
12778,,秦国猛将,0,3,1,6003,gongjianshou,267,,116,4,,10000,121836,32972,0,0,0,0,0,0,0,0,50,0
12779,,李白,0,3,1,1023,libai,267,,28,2,,10000,174052,23446,0,0,0,0,0,0,0,0,100,0
12780,,小乔,1,3,1,1019,xiaoqiao,267,,24,3,,10000,182755,49458,0,0,0,0,0,0,0,0,100,1
12781,,秦国猛将,0,3,1,6004,cike,268,,121,3,,10000,137608,37145,0,0,0,0,0,0,0,0,50,0
12782,,秦国猛将,0,3,2,6002,daodunbing,268,,120,2,,10000,245729,19398,0,0,0,0,100,0,0,0,50,0
12783,,秦国猛将,0,3,1,6011,mibaoshanzeitoumu,268,,147,146,,10000,196583,37145,0,0,0,0,0,0,0,0,50,0
12784,,关羽,0,3,1,1005,guanyu,268,,10,1,,10000,196583,28271,0,0,0,0,0,0,0,0,100,0
12785,,刘备,0,3,2,1027,liubei,268,,32,118,,10000,368594,29097,0,0,0,0,100,0,0,0,100,1
12786,,秦国猛将,0,3,1,6001,changqiangbing,269,,119,1,,10000,179806,25794,0,0,0,0,0,0,0,0,50,0
12787,,秦国猛将,0,3,1,6004,cike,269,,121,3,,10000,125864,33890,0,0,0,0,0,0,0,0,50,0
12788,,秦国猛将,0,3,1,6008,wufu,269,,125,2,,10000,179806,24100,0,0,0,0,0,0,0,0,50,0
12789,,秦始皇,0,3,2,1033,qinshihuang,269,,38,2,,10000,224758,17698,0,0,0,0,100,0,0,0,100,0
12790,,刘备,0,3,2,1027,liubei,269,,32,118,,10000,337137,26547,0,0,0,0,100,0,0,0,100,1
12791,,秦国大将,0,3,1,6003,gongjianshou,270,,116,4,,10000,127887,34352,0,0,0,0,0,0,0,0,50,0
12792,,秦国大将,0,3,1,6010,wujiang,270,,128,127,,10000,182696,26146,0,0,0,0,0,0,0,0,50,0
12793,,秦国大将,0,3,1,6007,mibaoshanzei,270,,124,3,,10000,127887,34352,0,0,0,0,0,0,0,0,50,0
12794,,秦国大将,0,3,1,6010,wujiang,270,,128,127,,10000,182696,26146,0,0,0,0,0,0,0,0,50,0
12795,,朱元璋,0,3,2,1029,zhuyuanzhang,270,,34,2,,10000,342555,26909,0,0,0,0,100,0,0,0,100,1
12796,,秦国大将,0,3,2,6002,daodunbing,271,,120,2,,10000,231991,18181,0,0,0,0,100,0,0,0,50,0
12797,,秦国大将,0,3,1,6004,cike,271,,121,3,,10000,129915,34815,0,0,0,0,0,0,0,0,50,0
12798,,秦国大将,0,3,1,6009,wenguan,271,,126,5,,10000,121795,38683,0,0,0,0,0,0,0,0,50,0
12799,,狄仁杰,0,3,1,1013,direnjie,271,,18,108,,10000,121795,38683,0,0,0,0,0,0,0,0,100,0
12800,,成吉思汗,0,3,2,1028,chengjisihan,271,,33,4,,10000,347987,27272,0,0,0,0,100,0,0,0,100,1
12801,,秦国大将,0,3,1,6003,gongjianshou,272,,116,4,,10000,146610,39199,0,0,0,0,0,0,0,0,50,0
12802,,秦国大将,0,3,1,6004,cike,272,,121,3,,10000,146610,39199,0,0,0,0,0,0,0,0,50,0
12803,,秦国大将,0,3,2,6002,daodunbing,272,,120,2,,10000,261803,20470,0,0,0,0,100,0,0,0,50,0
12804,,花木兰,1,3,1,1008,huamulan,272,,13,1,,10000,209442,29834,0,0,0,0,0,0,0,0,100,0
12805,,魔·秦始皇,0,3,2,1033,qinshihuang,272,,38,2,,10000,785409,61411,0,0,0,0,100,0,0,0,100,2
12806,,西施家将,0,3,1,6004,cike,273,,121,3,,10000,136374,36224,0,0,0,0,0,0,0,0,50,0
12807,,西施家将,0,3,1,6005,youxia,273,,122,2,,10000,194820,25759,0,0,0,0,0,0,0,0,50,0
12808,,西施家将,0,3,1,6001,changqiangbing,273,,119,1,,10000,194820,27571,0,0,0,0,0,0,0,0,50,0
12809,,司马懿,0,3,1,1010,simayi,273,,15,114,,10000,127851,40249,0,0,0,0,0,0,0,0,100,0
12810,,关羽,0,3,1,1005,guanyu,273,,10,1,,10000,292230,41356,0,0,0,0,0,0,0,0,100,1
12811,,西施家将,0,3,1,6006,wushi,274,,123,134,,10000,129934,40777,0,0,0,0,0,0,0,0,50,0
12812,,西施家将,0,3,1,6011,mibaoshanzeitoumu,274,,147,146,,10000,197994,36699,0,0,0,0,0,0,0,0,50,0
12813,,西施家将,0,3,1,6007,mibaoshanzei,274,,124,3,,10000,138596,36699,0,0,0,0,0,0,0,0,50,0
12814,,甄缳,1,3,1,1018,zhenhuan,274,,23,105,,10000,138596,36699,0,0,0,0,0,0,0,0,100,0
12815,,司马懿,0,3,1,1010,simayi,274,,15,114,,10000,194901,61166,0,0,0,0,0,0,0,0,100,1
12816,,西施家将,0,3,1,6007,mibaoshanzei,276,,124,3,,10000,140824,37175,0,0,0,0,0,0,0,0,50,0
12817,,西施家将,0,3,1,6009,wenguan,276,,126,5,,10000,132022,41306,0,0,0,0,0,0,0,0,50,0
12818,,西施家将,0,3,1,6004,cike,276,,121,3,,10000,140824,37175,0,0,0,0,0,0,0,0,50,0
12819,,小乔,1,3,1,1019,xiaoqiao,276,,24,3,,10000,140824,37175,0,0,0,0,0,0,0,0,100,0
12820,,成吉思汗,0,3,2,1028,chengjisihan,276,,33,4,,10000,377207,29121,0,0,0,0,100,0,0,0,100,1
12821,,西施丫鬟,0,3,1,6009,wenguan,277,,126,5,,10000,149019,46485,0,0,0,0,0,0,0,0,50,0
12822,,西施丫鬟,0,3,1,6010,wujiang,277,,128,127,,10000,227076,31842,0,0,0,0,0,0,0,0,50,0
12823,,西施丫鬟,0,3,1,6006,wushi,277,,123,134,,10000,149019,46485,0,0,0,0,0,0,0,0,50,0
12824,,李白,0,3,1,1023,libai,277,,28,2,,10000,227076,29750,0,0,0,0,0,0,0,0,100,0
12825,,项羽,0,3,1,1001,xiangyu,277,,6,1,,10000,340614,47764,0,0,0,0,0,0,0,0,100,1
12826,,西施丫鬟,0,3,1,6007,mibaoshanzei,278,,124,3,,10000,145298,38132,0,0,0,0,0,0,0,0,50,0
12827,,西施丫鬟,0,3,1,6006,wushi,278,,123,134,,10000,136217,42369,0,0,0,0,0,0,0,0,50,0
12828,,西施丫鬟,0,3,1,6001,changqiangbing,278,,119,1,,10000,207569,29023,0,0,0,0,0,0,0,0,50,0
12829,,甄缳,1,3,1,1018,zhenhuan,278,,23,105,,10000,145298,38132,0,0,0,0,0,0,0,0,100,0
12830,,程咬金,0,3,1,1007,baiqi,278,,12,1,,10000,311354,43534,0,0,0,0,0,0,0,0,100,1
12831,,西施丫鬟,0,3,1,6010,wujiang,279,,128,127,,10000,210778,29388,0,0,0,0,0,0,0,0,50,0
12832,,西施丫鬟,0,3,1,6001,changqiangbing,279,,119,1,,10000,210778,29388,0,0,0,0,0,0,0,0,50,0
12833,,西施丫鬟,0,3,1,6004,cike,279,,121,3,,10000,147544,38612,0,0,0,0,0,0,0,0,50,0
12834,,狄仁杰,0,3,1,1013,direnjie,279,,18,108,,10000,138323,42902,0,0,0,0,0,0,0,0,100,0
12835,,吕洞宾,0,3,1,1022,lvdongbin,279,,27,2,,10000,316166,41186,0,0,0,0,0,0,0,0,100,1
12836,,西施侍卫,0,3,1,6004,cike,280,,121,3,,10000,149797,39093,0,0,0,0,0,0,0,0,50,0
12837,,西施侍卫,0,3,2,6002,daodunbing,280,,120,2,,10000,267495,20415,0,0,0,0,100,0,0,0,50,0
12838,,西施侍卫,0,3,1,6001,changqiangbing,280,,119,1,,10000,213996,29754,0,0,0,0,0,0,0,0,50,0
12839,,张良,0,3,1,1012,zhangliang,280,,17,109,,10000,140435,43437,0,0,0,0,0,0,0,0,100,0
12840,,李白,0,3,1,1023,libai,280,,28,2,,10000,320994,41700,0,0,0,0,0,0,0,0,100,1
12841,,西施侍卫,0,3,1,6006,wushi,281,,123,134,,10000,158391,48859,0,0,0,0,0,0,0,0,50,0
12842,,西施侍卫,0,3,2,6002,daodunbing,281,,120,2,,10000,301697,22964,0,0,0,0,100,0,0,0,50,0
12843,,西施侍卫,0,3,1,6003,gongjianshou,281,,116,4,,10000,168950,43973,0,0,0,0,0,0,0,0,50,0
12844,,唐伯虎,0,3,1,1024,tangbohu,281,,29,115,,10000,241358,31270,0,0,0,0,0,0,0,0,100,0
12845,,朱元璋,0,3,2,1029,zhuyuanzhang,281,,34,2,,10000,452546,34446,0,0,0,0,100,0,0,0,100,1
12846,,西施侍卫,0,3,1,6007,mibaoshanzei,282,,124,3,,10000,154320,40060,0,0,0,0,0,0,0,0,50,0
12847,,西施侍卫,0,3,1,6010,wujiang,282,,128,127,,10000,220458,30490,0,0,0,0,0,0,0,0,50,0
12848,,西施侍卫,0,3,2,6002,daodunbing,282,,120,2,,10000,275572,20920,0,0,0,0,100,0,0,0,50,0
12849,,张三丰,0,3,1,1021,zhangsf,282,,26,107,,10000,220458,28487,0,0,0,0,0,0,0,0,100,0
12850,,关羽,0,3,1,1005,guanyu,282,,10,1,,10000,330686,45735,0,0,0,0,0,0,0,0,100,1
12851,,西施亲兵,0,3,1,6007,mibaoshanzei,284,,124,3,,10000,156591,40545,0,0,0,0,0,0,0,0,50,0
12852,,西施亲兵,0,3,1,6003,gongjianshou,284,,116,4,,10000,156591,40545,0,0,0,0,0,0,0,0,50,0
12853,,西施亲兵,0,3,1,6007,mibaoshanzei,284,,124,3,,10000,156591,40545,0,0,0,0,0,0,0,0,50,0
12854,,小乔,1,3,1,1019,xiaoqiao,284,,24,3,,10000,156591,40545,0,0,0,0,0,0,0,0,100,0
12855,,诸葛亮,0,3,1,1009,zhugeliang,284,,14,111,,10000,220207,67575,0,0,0,0,0,0,0,0,100,1
12856,,西施亲兵,0,3,2,6002,daodunbing,285,,120,2,,10000,283693,21428,0,0,0,0,100,0,0,0,50,0
12857,,西施亲兵,0,3,1,6006,wushi,285,,123,134,,10000,148939,45591,0,0,0,0,0,0,0,0,50,0
12858,,西施亲兵,0,3,1,6007,mibaoshanzei,285,,124,3,,10000,158868,41032,0,0,0,0,0,0,0,0,50,0
12859,,朱元璋,0,3,2,1029,zhuyuanzhang,285,,34,2,,10000,283693,21428,0,0,0,0,100,0,0,0,100,0
12860,,王重阳,0,3,1,1026,wangchongyang,285,,31,112,,10000,340432,43768,0,0,0,0,0,0,0,0,100,1
12861,,西施亲兵,0,3,1,6007,mibaoshanzei,286,,124,3,,10000,179057,46133,0,0,0,0,0,0,0,0,50,0
12862,,西施亲兵,0,3,2,6002,daodunbing,286,,120,2,,10000,319744,24092,0,0,0,0,100,0,0,0,50,0
12863,,西施亲兵,0,3,1,6003,gongjianshou,286,,116,4,,10000,179057,46133,0,0,0,0,0,0,0,0,50,0
12864,,甄缳,1,3,1,1018,zhenhuan,286,,23,105,,10000,179057,46133,0,0,0,0,0,0,0,0,100,0
12865,,魔·西施,1,3,1,1016,xishi,286,,21,106,,10000,537170,138399,0,0,0,0,0,0,0,0,100,2
12866,,齐国士兵,0,3,1,6009,wenguan,287,,126,5,,10000,154117,46786,0,0,0,0,0,0,0,0,50,0
12867,,齐国士兵,0,3,1,6007,mibaoshanzei,287,,124,3,,10000,164391,42107,0,0,0,0,0,0,0,0,50,0
12868,,齐国士兵,0,3,1,6007,mibaoshanzei,287,,124,3,,10000,164391,42107,0,0,0,0,0,0,0,0,50,0
12869,,甄缳,1,3,1,1018,zhenhuan,287,,23,105,,10000,164391,42107,0,0,0,0,0,0,0,0,100,0
12870,,西门庆,0,3,1,1020,ximenqing,287,,25,2,,10000,246587,63161,0,0,0,0,0,0,0,0,100,1
12871,,齐国士兵,0,3,1,6009,wenguan,288,,126,5,,10000,155642,47113,0,0,0,0,0,0,0,0,50,0
12872,,齐国士兵,0,3,1,6001,changqiangbing,288,,119,1,,10000,237169,32272,0,0,0,0,0,0,0,0,50,0
12873,,齐国士兵,0,3,1,6009,wenguan,288,,126,5,,10000,155642,47113,0,0,0,0,0,0,0,0,50,0
12874,,刘备,0,3,2,1027,liubei,288,,32,118,,10000,296461,22143,0,0,0,0,100,0,0,0,100,0
12875,,唐伯虎,0,3,1,1024,tangbohu,288,,29,115,,10000,355754,45229,0,0,0,0,0,0,0,0,100,1
12876,,齐国士兵,0,3,1,6004,cike,289,,121,3,,10000,167649,42698,0,0,0,0,0,0,0,0,50,0
12877,,齐国士兵,0,3,1,6009,wenguan,289,,126,5,,10000,157171,47442,0,0,0,0,0,0,0,0,50,0
12878,,齐国士兵,0,3,1,6008,wufu,289,,125,2,,10000,239498,30363,0,0,0,0,0,0,0,0,50,0
12879,,赵云,0,3,1,1006,zhaoyun,289,,11,1,,10000,239498,32498,0,0,0,0,0,0,0,0,100,0
12880,,秦始皇,0,3,2,1033,qinshihuang,289,,38,2,,10000,449060,33447,0,0,0,0,100,0,0,0,100,1
12881,,齐国侍卫,0,3,1,6010,wujiang,291,,128,127,,10000,268706,36359,0,0,0,0,0,0,0,0,50,0
12882,,齐国侍卫,0,3,1,6003,gongjianshou,291,,116,4,,10000,188094,47771,0,0,0,0,0,0,0,0,50,0
12883,,齐国侍卫,0,3,1,6005,youxia,291,,122,2,,10000,268706,33971,0,0,0,0,0,0,0,0,50,0
12884,,诸葛亮,0,3,1,1009,zhugeliang,291,,14,111,,10000,176338,53079,0,0,0,0,0,0,0,0,100,0
12885,,甄缳,1,3,1,1018,zhenhuan,291,,23,105,,10000,282141,71657,0,0,0,0,0,0,0,0,100,1
12886,,齐国侍卫,0,3,1,6004,cike,292,,121,3,,10000,170924,43292,0,0,0,0,0,0,0,0,50,0
12887,,齐国侍卫,0,3,1,6011,mibaoshanzeitoumu,292,,147,146,,10000,244178,43292,0,0,0,0,0,0,0,0,50,0
12888,,齐国侍卫,0,3,1,6006,wushi,292,,123,134,,10000,160242,48102,0,0,0,0,0,0,0,0,50,0
12889,,张良,0,3,1,1012,zhangliang,292,,17,109,,10000,160242,48102,0,0,0,0,0,0,0,0,100,0
12890,,武则天,1,3,2,1032,wuzetian,292,,37,2,,10000,457833,33912,0,0,0,0,100,0,0,0,100,1
12891,,齐国侍卫,0,3,1,6009,wenguan,293,,126,5,,10000,161783,48433,0,0,0,0,0,0,0,0,50,0
12892,,齐国侍卫,0,3,1,6005,youxia,293,,122,2,,10000,246526,30997,0,0,0,0,0,0,0,0,50,0
12893,,齐国侍卫,0,3,1,6007,mibaoshanzei,293,,124,3,,10000,172568,43590,0,0,0,0,0,0,0,0,50,0
12894,,甄缳,1,3,1,1018,zhenhuan,293,,23,105,,10000,172568,43590,0,0,0,0,0,0,0,0,100,0
12895,,林冲,0,3,1,1025,linchong,293,,30,2,,10000,369790,46496,0,0,0,0,0,0,0,0,100,1
12896,,齐国猛将,0,3,1,6010,wujiang,294,,128,127,,10000,248881,33404,0,0,0,0,0,0,0,0,50,0
12897,,齐国猛将,0,3,1,6009,wenguan,294,,126,5,,10000,163328,48765,0,0,0,0,0,0,0,0,50,0
12898,,齐国猛将,0,3,1,6009,wenguan,294,,126,5,,10000,163328,48765,0,0,0,0,0,0,0,0,50,0
12899,,程咬金,0,3,1,1007,baiqi,294,,12,1,,10000,248881,33404,0,0,0,0,0,0,0,0,100,0
12900,,貂蝉,1,3,1,1017,diaocan,294,,22,3,,10000,261325,65833,0,0,0,0,0,0,0,0,100,1
